OBJECTID,SPECIES_CO,SPECIES_BO,WATERGAS,GSLENGTH,GSWIDTH,ADDRESS,STREET,SUFFIX,SIDE,SITE,ONSTR,FROMSTR,TOSTR,X,Y,LATITUDE,LONGITUDE,GlobalID,SiteUsage,Quadrant,MgmtDesignation,x2,y2
11075,"Oak, White",Quercus alba,No,0,0,525,FAIRVIEW AVE, ,Front,0,FAIRVIEW AVE, , ,2371254.66,256010.6721,40.02710395,-76.31177591,816d3a4f-2517-41de-aaa8-e03151f5d1fa,Tree,SWQ,Park,-76.31177591,40.02710395
3913,"Maple, Silver",Acer saccharinum,No,0,0,714,GARNET AVE, ,Front,0,GARNET AVE, , ,2371187.382,254981.446,40.02428199,-76.31207596,991833f6-d71f-48e4-bf50-2f5255ffb3df,Tree,SWQ,Street,-76.31207596,40.02428198
10411,"Locust, Black",Robinia pseudoacacia,No,0,0,525,FAIRVIEW AVE, ,Rear,0,NEW DORWART ST, , ,2371893.206,256097.2829,40.02731311,-76.30949104,7d5265d9-fad2-4950-a8d7-d9ef75025dda,Tree,SWQ,Street,-76.30949104,40.02731311
593,"Elm, Siberian",Ulmus pumila,No,0,0,69,GREENWOOD AVE, ,Front,0,GREENWOOD AVE, , ,2373912.1,254868.036,40.02384851,-76.30235485,49ad701f-9517-4331-9284-313737f8de4a,Tree,SEQ,Street,-76.30235485,40.02384851
3842,"Oak, Northern Red",Quercus rubra,No,0,0,1000,FREMONT ST, ,Side,0,ST JOSEPH ST, , ,2369295.423,256221.6717,40.02777047,-76.31875884,6b3d697b-ae15-463d-9782-c6b5b7f8cc18,Tree,SWQ,Street,-76.31875884,40.02777047
4838,"Zelkova, Japanese",Zelkova serrata,Yes,0,0,555,S WATER ST, ,Front,0,S WATER ST, , ,2372453.832,256352.569,40.02798869,-76.30747452,25f475e1-02d7-4493-8cbc-8d20e09b8fd6,Tree,SWQ,Street,-76.30747452,40.02798868
11739,"Coffeetree, Kentucky",Gymnocladus dioicus,No,0,0,1401,HARRISBURG PIKE, ,Side,0,WOODTHRUSH CIR, , ,2364205.745,268840.6222,40.06263151,-76.33620962,7e31fe4d-b246-4422-87fb-99fffc56be0b,Tree,NWA,Park,-76.33620962,40.06263151
11668,"Maple, Norway",Acer platanoides,No,0,0,1401,HARRISBURG PIKE, ,Side,0,GOLDFINCH RD, , ,2364474.241,269240.4631,40.06371717,-76.33522761,d3c2427d-e518-4c61-99c1-0f6b4df56f84,Tree,NWA,Park,-76.33522761,40.06371717
11407,"Tupelo, Black",Nyssa sylvatica,No,0,0,1401,HARRISBURG PIKE, ,Side,0,CHICKADEE RD, , ,2365463.283,269277.4272,40.06377508,-76.33169236,f3241c8b-8f20-488b-a837-0a5f9cf3c9b7,Tree,NWA,Park,-76.33169236,40.06377508
11336,"Dogwood, Flowering",Cornus florida,No,0,0,1401,HARRISBURG PIKE, ,Side,0,GOLDFINCH RD, , ,2364995.349,269119.8485,40.06336318,-76.33337298,9bcc6687-0691-4414-ba6e-d0f502e8e474,Tree,NWA,Park,-76.33337298,40.06336318
12332,"Maple, Sugar",Acer saccharum,No,0,0,1401,HARRISBURG PIKE, ,Side,0,KILLDEER RD, , ,2365197.188,269842.162,40.06533687,-76.33261054,f70101cd-35c6-4057-8ffd-1d23fac26cf0,Tree,NWA,Park,-76.33261055,40.06533687
12000,"Maple, Norway",Acer platanoides,No,0,0,1401,HARRISBURG PIKE, ,Side,0,KILLDEER RD, , ,2364927.881,270023.2482,40.06584577,-76.33356223,dcd46505-0742-4d7a-959a-33c60e62eced,Tree,NWA,Park,-76.33356223,40.06584577
2585,"Hornbeam, American",Carpinus caroliniana,No,0,0,823,N DUKE ST, ,Front,0,N DUKE ST, , ,2372724.78,264681.2462,40.05083667,-76.30602087,fc68090f-5fc5-4add-a7c2-ca389c872b42,Tree,NEQ,Street,-76.30602087,40.05083667
4506,"Maple, Sycamore",Acer pseudoplatanus,No,0,0,631,N DUKE ST, ,Side,0,E NEW ST, , ,2372908.139,264021.946,40.04901883,-76.30540451,9951188e-cb95-45af-8b24-24707e8e6635,Tree,NEQ,Street,-76.30540451,40.04901883
2917,"Spruce, Norway",Picea abies,No,0,0,811,N ANN ST, ,Side,0,ROCK ST, , ,2375193.47,264966.8795,40.05150952,-76.29718697,a94972f8-9917-4771-b6a2-812157c57e7b,Tree,NEQ,Street,-76.29718697,40.05150952
12071,"Hackberry, Northern",Celtis occidentalis,No,0,0,150,PITNEY RD, ,Side,0,PRINCESS ANNE DR, , ,2383347.369,264932.2481,40.05104256,-76.26806665,7b6db755-1ecf-423a-9e35-523349018f05,Tree,NEA,Park,-76.26806665,40.05104256
8751,Serviceberry,Amelanchier species,No,0,0,401,W LIBERTY ST, ,Median,0,THOMAS M ARMSTRONG BLVD, , ,2370136.341,265398.196,40.05292033,-76.3152241,b03b1669-b37e-48aa-8d56-e4de21affb28,Tree,NWA,Street,-76.3152241,40.05292033
9083,"Walnut, Black",Juglans nigra,No,0,0,1000,NEW HOLLAND AVE, ,Side,0,PLEASURE RD, , ,2379932.32,267177.4626,40.05736174,-76.28013028,3d6e4338-2b40-4d2d-b7da-ab2a473b30cc,Tree,NEA,Street,-76.28013028,40.05736174
9747,Sassafras,Sassafras albidum,No,0,0,901,BUCHANAN AVE, ,Front,0,BUCHANAN AVE, , ,2368001.324,262104.8699,40.04397591,-76.32303983,7f6e365a-b2aa-4444-8f39-5148c1a48e8e,Tree,NWQ,Park,-76.32303983,40.04397591
7755,"Linden, Littleleaf",Tilia cordata,No,0,0,147,N SHIPPEN ST, ,Side,0,E CHESTNUT ST, , ,2374554.294,261398.7634,40.04174479,-76.29967917,41dab0b3-3cec-4f60-bb36-fb2015d62d55,Tree,NEQ,Street,-76.29967917,40.04174479
5502,Vacant site unsuitable,Vacant site unsuitable,Yes,6,3,349,E CHESTNUT ST, ,Front,0,E CHESTNUT ST, , ,2374962.557,261505.4252,40.04201914,-76.29821497,d508bcbe-30ad-4db2-bad4-29f54f73dac8,Vacant,NEQ,Street,-76.29821497,40.04201913
8158,"Pear, Callery",Pyrus calleryana,Yes,0,0,801,E ORANGE ST, ,Side,0,N RESERVOIR ST, , ,2377382.343,261308.4929,40.04136909,-76.28958528,51839153-9d36-4226-b107-8edc01c5a849,Tree,NEQ,Street,-76.28958528,40.04136909
8419,"Dogwood, Flowering",Cornus florida,No,0,0,540,N PRESIDENT AVE, ,Median,0,N PRESIDENT AVE, , ,2367055.508,263423.6563,40.04763756,-76.32634163,eb05edfa-7827-4e9b-b3f1-252c288a53a8,Tree,NWQ,Street,-76.32634163,40.04763756
6498,"Maple, Red",Acer rubrum,No,0,0,449,W JAMES ST, ,Side,0,N MARY ST, , ,2369986.476,262686.903,40.04548518,-76.31591664,815f5807-98ba-4fc8-beee-a38ee8ba176a,Tree,NWQ,Street,-76.31591664,40.04548518
3178,"Birch, River",Betula nigra,No,0,0,38,PENN SQ, ,Side,0,W KING ST, , ,2372806.064,260024.8888,40.03805249,-76.30600251,a0d2dd8f-08c4-4ca3-9bf7-461e6be2fa7b,Tree,NWQ,Street,-76.30600251,40.03805249
5834,Stump,Stump,No,9,3,21,N DUKE ST, ,Front,0,N DUKE ST, , ,2373459.891,260344.0699,40.03889919,-76.30364909,c50aa225-6a6b-430b-bf8f-30426df9c289,Stump,NEQ,Street,-76.30364909,40.03889919
1589,"Maple, Norway",Acer platanoides,No,0,0,160,E KING ST, ,Front,0,E KING ST, , ,2373987.112,260145.3985,40.03833017,-76.30177805,0ea81930-95f0-4412-afa4-3043b1a42fd9,Tree,SEQ,Street,-76.30177805,40.03833017
8087,Tree of Heaven,Ailanthus altissima,No,0,0,451,E KING ST, ,Rear,0,E GRANT ST, , ,2375721.133,260712.8432,40.03980944,-76.29555263,e56ea9c4-f768-414f-b824-786dc3b68f1e,Tree,NEQ,Street,-76.29555263,40.03980944
7826,"Maple, Sycamore",Acer pseudoplatanus,No,0,0,416,E ORANGE ST, ,Rear,0,SHERMAN ST, , ,2375398.533,260838.2114,40.04016812,-76.29669726,378fbae3-4b55-4823-9c68-60e8682bbb9d,Tree,NEQ,Street,-76.29669726,40.04016812
1257,"Elm, Chinese",Ulmus parvifolia,No,0,0,649,EAST END AVE, ,Side,0,S FRANKLIN ST, , ,2376973.159,260216.6703,40.03839088,-76.29111093,d5c5c283-2a57-448f-a667-6f20ab7a952a,Tree,SEQ,Street,-76.29111092,40.03839088
261,"Pear, Callery",Pyrus calleryana,Yes,0,0,121,CHESTER ST, ,Front,0,CHESTER ST, , ,2375143.203,259234.1144,40.03577681,-76.29770326,f9746c9f-123d-4b29-a09a-49be55b7ffb3,Tree,SEQ,Street,-76.29770326,40.03577681
6830,"Maple, Freeman",Acer x freemanii,No,0,0,902,MARIETTA AVE, ,Median,0,N WEST END AVE, , ,2368050.595,260721.8514,40.04017767,-76.32294369,4d9df838-0396-4da5-8914-ca7b09726d6d,Tree,NWQ,Street,-76.32294369,40.04017767
4174,"Planetree, London",Platanus hybrida,Yes,0,0,601,W CHESTNUT ST, ,Side,0,NEVIN ST, , ,2369490.915,260703.5253,40.04006337,-76.31780133,84a5db09-29f1-41e2-9003-c1a490cd3762,Tree,NWQ,Street,-76.31780133,40.04006337
3581,"Elm, American",Ulmus americana,No,0,0,213,N MULBERRY ST, ,Front,0,N MULBERRY ST, , ,2371378.117,261107.3555,40.04108757,-76.3110386,00a5a45a-a19c-4632-a0be-f94102db7c93,Tree,NWQ,Street,-76.3110386,40.04108757
3510,"Maple, Red",Acer rubrum,No,0,0,49,W CHESTNUT ST, ,Side,0,N PRINCE ST, , ,2372144.585,261113.654,40.04107054,-76.30830112,77915c8d-5806-4185-989c-77ffb9984bd4,Tree,NWQ,Street,-76.30830112,40.04107054
3249,"Linden, Littleleaf",Tilia cordata,No,0,0,24,W ORANGE ST, ,Front,0,W ORANGE ST, , ,2372577.363,260505.5511,40.03938205,-76.30679113,6179151f-cde3-42f1-8005-6258dbd36d2d,Tree,NWQ,Street,-76.30679113,40.03938205
7162,Ginkgo,Ginkgo biloba,No,0,0,744,COLUMBIA AVE, ,Side,0,PEARL ST, , ,2368382.578,259885.7601,40.03786807,-76.32180646,29fb08b9-26fe-42ea-8a51-d5617eda4fa0,Tree,SWQ,Street,-76.32180646,40.03786807
7091,"Maple, Red",Acer rubrum,No,0,0,119,RUBY ST, ,Side,0,BAY ST, , ,2368885.811,259270.9459,40.0361582,-76.32004501,89506a84-93c5-4c04-bca8-3cbf0c9645df,Tree,SWQ,Street,-76.32004501,40.0361582
7423,Ginkgo,Ginkgo biloba,Yes,0,0,518,W KING ST, ,Front,0,W KING ST, , ,2370191.456,259564.5191,40.03690586,-76.31536577,db0199fe-7e44-4d4b-b444-d635001acd8e,Tree,SWQ,Street,-76.31536577,40.03690586
2253,"Maple, Red",Acer rubrum,No,0,0,303,W KING ST, ,Front,0,W KING ST, , ,2371446.166,259785.8643,40.03745736,-76.3108725,8d5c7364-20c5-45d2-920e-5ae8fb90e91c,Tree,NWQ,Street,-76.3108725,40.03745736
6166,"Maple, Red",Acer rubrum,No,0,0,35,S PRINCE ST, ,Front,0,S PRINCE ST, , ,2372392.382,259531.7322,40.03671746,-76.3075085,b41b8a01-7d7d-45f3-86bc-a46083dff7cb,Tree,SWQ,Street,-76.3075085,40.03671745
10079,"Tree, Unknown",Unknown Tree,No,0,0,429,S DUKE ST, ,Front,0,S DUKE ST, , ,2374095.962,258675.7978,40.03429159,-76.30147544,50274853-4aab-4629-a27f-a55405376f17,Tree,SEQ,Park,-76.30147544,40.03429159
10743,"Maple, Norway",Acer platanoides,No,0,0,525,FAIRVIEW AVE, ,Side,0,NEW DORWART ST, , ,2371769.253,256375.19,40.02808144,-76.30991741,98e48363-7398-4ea0-9e84-c456f146b573,Tree,SWQ,Park,-76.30991741,40.02808144
1921,"Ash, Green",Fraxinus pennsylvanica,No,0,0,431,S ANN ST, ,Side,0,CHESAPEAKE ST, , ,2377129.991,257380.9831,40.03060053,-76.29071823,ca790d31-6ee8-479d-8f4c-8fc2596060e8,Tree,SEQ,Street,-76.29071823,40.03060053
9415,"Spruce, Norway",Picea abies,No,0,0,21,DOGWOOD LN, ,Front,0,DOGWOOD LN, , ,2380922.314,257131.8816,40.029744,-76.27719259,882e2e22-bda9-4c2b-9e39-3b0084ee4aa2,Tree,SEA,Street,-76.27719258,40.029744
7494,"Maple, Silver",Acer saccharinum,Yes,0,0,328,CORAL ST, ,Front,0,CORAL ST, , ,2369266.278,258278.6466,40.03341766,-76.31874387,b9c0023b-038f-4331-b6d1-abf698d075a3,Tree,SWQ,Street,-76.31874387,40.03341766
5170,Vacant site unsuitable,Vacant site unsuitable,Yes,4,2,343,NEW DORWART ST, ,Side,0,UNION ST, , ,2371563.028,257719.5357,40.03178057,-76.31057548,c0631cea-292d-4775-9549-2393f66ab377,Vacant,SWQ,Street,-76.31057548,40.03178057
925,"Maple, Norway",Acer platanoides,No,0,0,702,S DUKE ST, ,Side,0,JUNIATA ST, , ,2375174.654,257414.8023,40.03078184,-76.2976978,8499aa86-89e5-4d6c-adf7-eeb67ae1b71d,Tree,SEQ,Street,-76.2976978,40.03078184
8728,"Maple, Red",Acer rubrum,No,0,0,703,EMERALD DR, ,Front,0,EMERALD DR, , ,2371129.481,254102.9171,40.02187323,-76.31233374,9a076c89-49c6-49f4-a77f-0668655a9645,Tree,SWA,Street,-76.31233374,40.02187323
2894,"Oak, Northern Red",Quercus rubra,No,0,0,515,HERSHEY AVE, ,Front,0,HERSHEY AVE, , ,2370135.71,254909.306,40.02413092,-76.31583481,be4ca810-6024-4397-8266-c5508ce59daf,Tree,SWQ,Street,-76.31583481,40.02413092
3865,"Maple, Red",Acer rubrum,No,0,0,1000,FREMONT ST, ,Side,0,HERSHEY AVE, , ,2369394.791,255468.7773,40.02569953,-76.31844764,d6200ff8-e64f-46a3-8c0d-f58b98992233,Tree,SWQ,Street,-76.31844764,40.02569953
10388,Boxelder,Acer negundo,No,0,0,525,FAIRVIEW AVE, ,Rear,0,NEW DORWART ST, , ,2371864.069,255990.9083,40.02702244,-76.30960127,e14e9f71-bfd5-4336-b11d-696a2d739320,Tree,SWQ,Park,-76.30960127,40.02702244
570,"Spruce, Norway",Picea abies,No,0,0,1151,S DUKE ST, ,Front,0,S DUKE ST, , ,2377736.776,255804.572,40.02624615,-76.28864485,b049ce9a-c228-4291-b81d-3de769085470,Tree,SEQ,Street,-76.28864485,40.02624615
9392,Boxelder,Acer negundo,No,0,0,382,HOLLY LN, ,Side,0,LANDIS DR, , ,2380578.018,255683.7339,40.02578497,-76.27850804,f9fc7061-ec52-4b32-921e-cb99890cc5d6,Tree,SEA,Street,-76.27850804,40.02578497
9060,"Maple, Norway",Acer platanoides,No,0,0,1632,ROBERT RD, ,Front,0,ROBERT RD, , ,2383927.954,265183.3649,40.05170505,-76.26597798,abfb866e-0d05-477b-b763-d6441e86ed81,Tree,NEA,Street,-76.26597798,40.05170505
11052,"Planetree, London",Platanus hybrida,No,0,0,1401,HARRISBURG PIKE, ,Side,0,BLUEBIRD DR, , ,2364807.41,268030.0118,40.06038012,-76.33410677,ea180094-6fd9-4181-a7b1-989c25d67725,Tree,NWA,Park,-76.33410677,40.06038011
11384,"Maple, Freeman",Acer x freemanii,No,0,0,1401,HARRISBURG PIKE, ,Side,0,GOLDFINCH RD, , ,2364594.52,268908.4942,40.06280071,-76.33481695,1ea812c0-5e3e-4cfe-b535-d67d545fef81,Tree,NWA,Park,-76.33481695,40.06280071
12355,Pagoda Flower,Clerodendrum species,No,0,0,1401,HARRISBURG PIKE, ,Side,0,GOLDFINCH RD, , ,2365144.77,269029.168,40.06310771,-76.33284441,cfc636b1-d7be-4f86-a8a0-9cb47ef56a48,Tree,NWA,Park,-76.33284441,40.06310771
12023,"Dogwood, Flowering",Cornus florida,No,0,0,1401,HARRISBURG PIKE, ,Side,0,KILLDEER RD, , ,2365025.422,269952.4453,40.06564714,-76.33321783,a25dc02b-145e-457f-ae24-c9b93b9c79c1,Tree,NWA,Park,-76.33321783,40.06564714
10056,Apple,Malus species,No,0,0,449,N MULBERRY ST, ,Front,0,N MULBERRY ST, , ,2371254.249,262577.2638,40.04512765,-76.31139542,7f2ce286-8dd0-402c-84bc-8bb0a47dd17b,Tree,NWQ,Park,-76.31139542,40.04512764
6404,"Maple, Freeman",Acer x freemanii,Yes,0,0,219,W JAMES ST, ,Front,0,W JAMES ST, , ,2371517.058,262758.4038,40.04561307,-76.31044631,9fcb6b42-0930-4173-b06f-c42fc804753f,Tree,NWQ,Street,-76.31044631,40.04561307
7849,"Maple, Red",Acer rubrum,No,0,0,821,E MADISON ST, ,Front,0,E MADISON ST, , ,2377361.903,262701.2946,40.0451929,-76.28957601,96c15a25-e385-407f-aa06-437935ee882a,Tree,NEQ,Street,-76.28957601,40.04519289
8513,"Hornbeam, American",Carpinus caroliniana,No,0,0,805,STATE ST, ,Side,0,W CLAY ST, , ,2367898.308,264358.245,40.05016545,-76.3232777,ca7dc2b2-cad0-4e85-9bf0-170a7e795d31,Tree,NWQ,Street,-76.3232777,40.05016545
2562,"Maple, Freeman",Acer x freemanii,Yes,0,0,802,N DUKE ST, ,Front,0,N DUKE ST, , ,2372719.706,264508.5303,40.05036284,-76.30604908,57a81654-2882-44ec-9e1e-321fb07e4dac,Tree,NEQ,Street,-76.30604908,40.05036284
8845,Serviceberry,Amelanchier species,No,0,0,313,W LIBERTY ST, ,Median,0,THOMAS M ARMSTRONG BLVD, , ,2370192.355,265016.4551,40.05187005,-76.31504619,befb315c-1c30-43c1-85ab-8978876cdf0b,Tree,NWA,Street,-76.31504619,40.05187004
5857,Vacant site unsuitable,Vacant site unsuitable,No,6,4,140,E CHESTNUT ST, ,Front,0,E CHESTNUT ST, , ,2373700.834,261267.2542,40.04142226,-76.30273466,005f4686-fa88-4225-a9f4-b34d2b2a69ed,Vacant,NEQ,Street,-76.30273466,40.04142226
8064,Plum,Prunus species,No,0,0,150,N PLUM ST, ,Front,0,N PLUM ST, , ,2375090.603,261449.597,40.04186012,-76.29776098,7151a272-ed36-41a3-8026-e9f3ec75ff6a,Tree,NEQ,Street,-76.29776097,40.04186012
8181,Hawthorn,Crataegus species,Yes,0,0,237,N BROAD ST, ,Front,0,N BROAD ST, , ,2377820.271,262314.7082,40.044111,-76.28796192,844ab900-b9d4-4565-99ef-a18bca834e1c,Tree,NEQ,Street,-76.28796191,40.044111
7732,Vacant site unsuitable,Vacant site unsuitable,Yes,24,7,703,E FULTON ST, ,Front,0,E FULTON ST, , ,2376743.002,262015.462,40.04333853,-76.29182673,c6601484-ff6e-4755-9747-0c39b59262c1,Vacant,NEQ,Street,-76.29182673,40.04333853
8396,"Zelkova, Japanese",Zelkova serrata,No,0,0,510,STATE ST, ,Front,0,STATE ST, , ,2367422.852,262967.7731,40.04637001,-76.32505596,7a81badf-71a6-49bc-93cf-3c50f2a207e4,Tree,NWQ,Street,-76.32505596,40.04637001
6521,"Maple, Amur",Acer ginnala,Yes,0,0,436,W FREDERICK ST, ,Front,0,W FREDERICK ST, , ,2370039.592,263052.2645,40.04648564,-76.31570576,ce2df088-1f37-42e8-bc5d-0ea8b974662a,Tree,NWQ,Street,-76.31570576,40.04648564
2230,"Zelkova, Japanese",Zelkova serrata,No,0,0,7,W KING ST, ,Front,0,W KING ST, , ,2372742.931,259986.5453,40.03795008,-76.30623019,aea3a978-c392-4ebd-8f21-679f3624be4e,Tree,NWQ,Street,-76.30623019,40.03795008
1234,"Maple, Red",Acer rubrum,No,0,0,52,S ANN ST, ,Front,0,S ANN ST, , ,2375923.378,259996.4173,40.03783389,-76.29487257,d5bec2ef-d5d9-403a-845e-360e3682818f,Tree,SEQ,Street,-76.29487257,40.03783388
9724,"Maple, Sugar",Acer saccharum,No,0,0,701,E KING ST, ,Side,0,N BROAD ST, , ,2377941.557,260918.7163,40.04027385,-76.28761134,7f80a146-677c-48b6-80dc-f64c65626225,Tree,NEQ,Park,-76.28761134,40.04027385
6736,Plum,Prunus species,No,0,0,210,COLLEGE AVE, ,Side,0,W WALNUT ST, , ,2368287.454,261278.3791,40.0416947,-76.32206572,66fdf816-54ff-4551-8bdb-9335d9d09414,Tree,NWQ,Street,-76.32206572,40.0416947
6853,"Planetree, London",Platanus hybrida,No,0,0,205,RACE AVE, ,Front,0,RACE AVE, , ,2367499.664,261323.795,40.04185428,-76.32487639,fb06559d-5c33-4f59-870e-2b4f657b6cff,Tree,NWQ,Street,-76.32487639,40.04185428
4529,"Maple, Freeman",Acer x freemanii,Yes,0,0,21,E LEMON ST, ,Front,0,E LEMON ST, , ,2372767.525,262350.5031,40.04443745,-76.30600433,bfd20361-e93b-4e3f-b814-d509c082ddd6,Tree,NEQ,Street,-76.30600433,40.04443745
355,Horsechestnut,Aesculus hippocastanum,No,0,0,9,CHESTER ST, ,Front,0,CHESTER ST, , ,2375591.691,259779.0292,40.03725221,-76.29606977,7fbefb02-0d0c-4f09-958c-476291f1e6ff,Tree,SEQ,Street,-76.29606977,40.03725221
23,Plum,Prunus species,No,0,0,229,GREEN ST, ,Front,0,GREEN ST, , ,2374991.92,258662.9815,40.03421602,-76.29827699,6d768c0c-a522-49a2-a5bc-b35719e59556,Tree,SEQ,Street,-76.29827699,40.03421602
1898,"Maple, Red",Acer rubrum,No,0,0,601,S CONESTOGA DR, ,Side,0,S BROAD ST, , ,2378251.07,259645.2091,40.03676433,-76.28658143,6f17f9c2-f623-4201-aa73-0d0e8d7b59de,Tree,SEQ,Street,-76.28658143,40.03676433
4197,Serviceberry,Amelanchier species,No,0,0,241,ELM ST, ,Front,0,ELM ST, , ,2369052.067,260963.0077,40.04079511,-76.31935345,692b1481-d7f1-4115-9881-6fa9c0fd9202,Tree,NWQ,Street,-76.31935345,40.04079511
3226,"Honeylocust, Thornless",Gleditsia triacanthos inermis,No,0,0,127,N ARCH ST, ,Median,0,N ARCH ST, , ,2371704.117,260850.1497,40.04036702,-76.30988941,b442885f-df2a-4acd-8656-66bdc7863b11,Tree,NWQ,Street,-76.30988941,40.04036702
5525,Vacant site unsuitable,Vacant site unsuitable,No,5,4,31,E ORANGE ST, ,Front,0,E ORANGE ST, , ,2373096.589,260629.3763,40.03969861,-76.30492975,2b6689c3-1617-4c85-9046-13ba5a7e57ce,Vacant,NEQ,Street,-76.30492975,40.03969861
7068,Stump,Stump,No,20,3,39,PEARL ST, ,Side,0,FIRST ST, , ,2368408.154,259544.9765,40.03693157,-76.32173481,3cfbf357-a1f7-4fd2-9a94-8c1a23969828,Stump,SWQ,Street,-76.32173481,40.03693157
7185,"Hornbeam, American",Carpinus caroliniana,No,0,0,115,S WEST END AVE, ,Side,0,FIRST ST, , ,2368075.215,259530.9344,40.0369078,-76.3229245,5c487b62-5cf1-4e78-919c-d791fed439f5,Tree,SWQ,Street,-76.3229245,40.0369078
7517,"Honeylocust, Thornless",Gleditsia triacanthos inermis,No,0,0,224,CORAL ST, ,Side,0,OCEAN AVE, , ,2369245.839,258756.6816,40.03473066,-76.31878918,1b3c03ec-c3b5-44a7-8196-633944e0f614,Tree,SWQ,Street,-76.31878918,40.03473066
7400,"Ash, White",Fraxinus americana,No,0,0,510,SECOND ST, ,Rear,0,RODNEY ST, , ,2369625.93,258820.9149,40.03489005,-76.31742826,72426c41-3420-472d-a4e8-ce079151ec2e,Tree,SWQ,Street,-76.31742826,40.03489005
238,Ginkgo,Ginkgo biloba,Yes,0,0,14,E FARNUM ST, ,Front,0,E FARNUM ST, , ,2373249.789,258854.8369,40.03482106,-76.30448641,d415a925-cf72-4cb0-8e3e-ef44e30748fe,Tree,SEQ,Street,-76.30448641,40.03482106
1566,"Linden, Littleleaf",Tilia cordata,No,0,0,41,S LIME ST, ,Front,0,S LIME ST, , ,2374202.798,259750.4883,40.03723653,-76.30103099,f459c339-2424-49d5-bf82-e6495020ca8b,Tree,SEQ,Street,-76.30103099,40.03723653
4861,"Birch, European White",Betula pendula,No,0,0,201,FAIRVIEW AVE, ,Side,0,ST JOSEPH ST, , ,2369926.629,257057.5452,40.03003664,-76.31645675,11f4e0f1-23a8-42e9-aa8a-355f4cf6bab0,Tree,SWQ,Street,-76.31645675,40.03003663
6189,"Maple, Silver",Acer saccharinum,No,0,0,502,BEAVER ST, ,Side,0,HAZEL ST, , ,2372990.879,256932.1761,40.02955547,-76.30552321,259073af-3029-4b2d-afa9-ee5cd38e2c07,Tree,SWQ,Street,-76.30552321,40.02955547
10720,"Maple, Norway",Acer platanoides,No,0,0,525,FAIRVIEW AVE, ,Side,0,NEW DORWART ST, , ,2371763.375,256417.2657,40.02819719,-76.30993595,88d9203d-b776-4961-85eb-9a9deeba556d,Tree,SWQ,Park,-76.30993595,40.02819719
687,"Pear, Callery",Pyrus calleryana,No,0,0,431,S ANN ST, ,Front,0,S ANN ST, , ,2376514.544,257322.8528,40.03046888,-76.29291911,78d9cfdf-dcc8-4e15-a5fb-756bae835561,Tree,SEQ,Street,-76.29291911,40.03046888
5193,"Ash, White",Fraxinus americana,No,0,0,260,W STRAWBERRY ST, ,Side,0,FREMONT ST, , ,2371913.435,258558.0301,40.03406635,-76.30927548,671af375-a67c-41c2-86ce-6ac1ba0212f0,Tree,SWQ,Street,-76.30927548,40.03406635
902,"Basswood, American",Tilia americana,No,0,0,431,S ANN ST, ,Side,0,JUNIATA ST, , ,2376446.122,258401.2784,40.03343198,-76.29309989,728efc13-fa13-40b9-ac9e-4e4427e5ef5e,Tree,SEQ,Street,-76.29309989,40.03343198
2136,"Dogwood, Flowering",Cornus florida,No,0,0,1252,FREMONT ST, ,Front,0,FREMONT ST, , ,2368647.558,254708.7699,40.02364672,-76.32115937,336bc59d-0d76-45c6-9be3-4b3e31d83456,Tree,SWQ,Street,-76.32115937,40.02364671
2207,"Pear, Callery",Pyrus calleryana,No,0,0,103,EUCLID AVE, ,Side,0,HIGH ST, , ,2368307.932,255688.5949,40.02635118,-76.32231533,dc5b23cd-6624-4765-8ba5-87832f08ce4c,Tree,SWQ,Street,-76.32231533,40.02635118
2800,"Maple, Japanese",Acer palmatum,No,0,0,415,HERSHEY AVE, ,Front,0,HERSHEY AVE, , ,2369763.901,255196.2327,40.02493503,-76.31714561,3405f453-d94d-46e3-bfdb-3e4fb719b71b,Tree,SWQ,Street,-76.31714561,40.02493503
3796,"Maple, Red",Acer rubrum,No,0,0,1000,FREMONT ST, ,Side,0,HERSHEY AVE, , ,2369530.867,255364.5785,40.02540748,-76.31796785,d4f2115e-4422-43ea-842e-208e4467672a,Tree,SWQ,Street,-76.31796785,40.02540748
547,Stump,Stump,No,99,99,1151,S DUKE ST, ,Front,0,S DUKE ST, , ,2377763.707,255786.2742,40.0261947,-76.28854978,5ea1f068-b102-4b2c-a27a-a9261aab9b66,Stump,SEQ,Street,-76.28854978,40.0261947
10457,"Locust, Black",Robinia pseudoacacia,No,0,0,525,FAIRVIEW AVE, ,Rear,0,NEW DORWART ST, , ,2371801.851,256118.0992,40.02737433,-76.309816,595b9ddd-0dd7-4ad6-bc0d-0e8ab699899f,Tree,SWQ,Park,-76.309816,40.02737433
11121,"Hemlock, Eastern",Tsuga canadensis,No,0,0,1401,HARRISBURG PIKE, ,Side,0,BLUEBIRD DR, , ,2364668.887,268149.9416,40.06071539,-76.33459472,2da103f8-813a-4992-8b13-e2645ce16c6b,Tree,NWA,Park,-76.33459472,40.06071539
11785,"Maple, Norway",Acer platanoides,No,0,0,1401,HARRISBURG PIKE, ,Side,0,WARBLER RD, , ,2365197.016,268212.9889,40.06086519,-76.33270457,25d3cb8f-bffd-41b6-ac91-2f4f57e8e6f5,Tree,NWA,Park,-76.33270457,40.06086519
