OBJECTID,SPECIES_CO,SPECIES_BO,WATERGAS,GSLENGTH,GSWIDTH,ADDRESS,STREET,SUFFIX,SIDE,SITE,ONSTR,FROMSTR,TOSTR,X,Y,LATITUDE,LONGITUDE,GlobalID,SiteUsage,Quadrant,MgmtDesignation,x2,y2
6046,Plum,Prunus species,Yes,0,0,328,N MARY ST, ,Front,0,N MARY ST, , ,2370086.39,261678.5369,40.04271301,-76.31561832,bdd96960-5e19-4122-9b72-b02098b3cfd9,Tree,NWQ,Street,-76.31561832,40.04271301
5050,Vacant site unsuitable,Vacant site unsuitable,Yes,3,3,527,W LEMON ST, ,Front,0,W LEMON ST, , ,2369806.393,261928.5171,40.04341162,-76.31660374,781f069e-767d-40a9-a87d-4b98ee69f540,Vacant,NWQ,Street,-76.31660374,40.04341162
5714,"Cherry, Yoshino Flowering",Prunus yedoensis,Yes,0,0,351,N MULBERRY ST, ,Side,0,W LEMON ST, , ,2371281.287,262089.6499,40.04378806,-76.31132723,7d14adaf-95af-46a5-82e4-58137f6ae267,Tree,NWQ,Street,-76.31132723,40.04378806
5551,"Linden, Littleleaf",Tilia cordata,Yes,0,0,247,N QUEEN ST, ,Front,0,N QUEEN ST, , ,2372652.394,261598.9075,40.04237967,-76.30645937,3141ee07-4cdc-4895-8e6b-71bf42dcc22e,Tree,NEQ,Street,-76.30645937,40.04237967
10199,Stump,Stump,No,99,99,135,N LIME ST, ,Side,0,E CHESTNUT ST, , ,2374157.827,261264.4389,40.04139397,-76.30110287,64547090-b77d-42d3-986f-a1ee993bc545,Stump,NEQ,Park,-76.30110287,40.04139397
9867,"Maple, Sugar",Acer saccharum,No,0,0,701,E KING ST, ,Side,0,N FRANKLIN ST, , ,2376958.255,260989.3323,40.04051231,-76.29111856,e79f2371-6a94-44cc-9b14-5676fb6c80f5,Tree,NEQ,Park,-76.29111856,40.04051231
9796,"Ash, Green",Fraxinus pennsylvanica,No,0,0,701,E KING ST, ,Side,0,N FRANKLIN ST, , ,2377009.633,260960.9446,40.04043207,-76.29093676,7c432eac-46b7-4247-8106-a3cd1ff47b0d,Tree,NEQ,Park,-76.29093676,40.04043207
1137,"Sycamore, American",Platanus occidentalis,No,0,0,701,E KING ST, ,Front,0,E KING ST, , ,2377149.838,260782.6728,40.0399364,-76.29044661,ec477abe-219f-4f6d-9d92-368667f88cc2,Tree,NEQ,Park,-76.29044661,40.0399364
9535,"Cedar, Northern White",Thuja occidentalis,No,0,0,901,BUCHANAN AVE, ,Front,0,BUCHANAN AVE, , ,2368216.359,262338.2617,40.04460697,-76.32225842,8d7e07d5-103a-41dd-be48-5e27ad4aee69,Tree,NWQ,Park,-76.32225842,40.04460697
9698,"Pear, Callery 'Bradford'",Pyrus calleryana 'Bradford',No,0,0,901,BUCHANAN AVE, ,Front,0,BUCHANAN AVE, , ,2368450.408,262081.2061,40.04389103,-76.32143741,5d0c9d07-0f92-4957-b0e2-163e05073448,Tree,NWQ,Park,-76.32143741,40.04389103
6710,"Oak, Northern Red",Quercus rubra,No,0,0,936,VIRGINIA AVE, ,Front,0,VIRGINIA AVE, , ,2367872.184,261704.2921,40.04288215,-76.32352413,770fdc42-8226-4c64-8a84-c7887262be06,Tree,NWQ,Street,-76.32352413,40.04288215
1801,"Maple, Japanese",Acer palmatum,No,0,0,239,S MARSHALL ST, ,Front,0,S MARSHALL ST, , ,2376676.989,259155.4051,40.03549141,-76.29223109,2dce50e9-1959-4aea-a7b4-d461d86f6c12,Tree,SEQ,Street,-76.29223109,40.0354914
6879,"Hophornbeam, Eastern",Ostrya virginiana,No,0,0,53,N WEST END AVE, ,Front,0,N WEST END AVE, , ,2368050.538,260557.6999,40.03972712,-76.32295337,907748f6-66d2-4f3c-81ed-f03d8654e663,Tree,NWQ,Street,-76.32295337,40.03972712
2465,"Zelkova, Japanese",Zelkova serrata,Yes,0,0,351,W ORANGE ST, ,Front,0,W ORANGE ST, , ,2370943.872,260298.5799,40.03888709,-76.31263633,bd0d0a59-1108-4f88-ae62-9471a43747b3,Tree,NWQ,Street,-76.31263633,40.03888709
3461,"Redbud, Eastern",Cercis canadensis,No,0,0,48,W CHESTNUT ST, ,Side,0,N MARKET ST, , ,2372405.985,261019.3865,40.04080009,-76.30737314,88c5098b-2fcc-4d6b-a18f-d76923cb00dc,Tree,NWQ,Street,-76.30737314,40.04080008
5883,Vacant site unsuitable,Vacant site unsuitable,Yes,12,6,15,N LIME ST, ,Front,0,N LIME ST, , ,2374094.961,260376.7408,40.03896029,-76.30137937,c29e4bc8-7574-46b6-994f-5fcd5b783ae1,Vacant,NEQ,Street,-76.30137937,40.03896029
7875,Plum,Prunus species,No,0,0,410,E ORANGE ST, ,Front,0,E ORANGE ST, , ,2375313.121,260929.0983,40.04042144,-76.29699693,5e34c972-4faf-4c17-8500-72d3dcb0b619,Tree,NEQ,Street,-76.29699693,40.04042144
473,Vacant site small,Vacant site small,No,4,4,353,S QUEEN ST, ,Front,0,S QUEEN ST, , ,2373260.324,257817.5173,40.03197341,-76.30450942,cf230ab4-6ef9-4397-ac8a-c1a434d01b6f,Vacant,SEQ,Street,-76.30450942,40.0319734
8871,"Maple, Norway",Acer platanoides,No,0,0,130,TENNYSON DR, ,Side,0,WIKER AVE, , ,2384002.877,258644.213,40.03375339,-76.26610286,46e918b3-89d4-4246-85b5-1c7146a3645c,Tree,SEA,Street,-76.26610286,40.03375339
7211,"Linden, Littleleaf",Tilia cordata,No,0,0,208,PEARL ST, ,Front,0,PEARL ST, , ,2368263.028,258994.7522,40.03542778,-76.3222848,549423d6-0d7f-4317-9f16-a69ce807d771,Tree,SWQ,Street,-76.3222848,40.03542778
7374,"Maple, Silver",Acer saccharinum,Yes,0,0,12,S MARY ST, ,Front,0,S MARY ST, , ,2370370.247,259460.263,40.03661173,-76.31473338,77363e22-d70d-499d-9af4-76e386531996,Tree,SWQ,Street,-76.31473338,40.03661173
805,"Maple, Red",Acer rubrum,No,0,0,123,LOCUST ST, ,Front,0,LOCUST ST, , ,2374753.172,259413.6852,40.03628729,-76.29908544,0d256f0e-be7c-47f2-b4e9-f12c08dd2ea5,Tree,SEQ,Street,-76.29908544,40.03628728
1469,"Pear, Callery",Pyrus calleryana,No,0,0,34,E VINE ST, ,Front,0,E VINE ST, , ,2373365.63,259452.4416,40.03645613,-76.30403783,bc573c3f-cb8b-4e42-9970-e1aedf319477,Tree,SEQ,Street,-76.30403783,40.03645613
11124,"Hackberry, Northern",Celtis occidentalis,No,0,0,525,FAIRVIEW AVE, ,Side,0,WABANK ST, , ,2371414.266,256469.9873,40.02835752,-76.31117934,9681a309-d39b-48c3-bf0a-ec4099cc11ba,Tree,SWQ,Park,-76.31117934,40.02835752
10792,"Locust, Black",Robinia pseudoacacia,No,0,0,525,FAIRVIEW AVE, ,Side,0,WABANK ST, , ,2371556.813,256481.9422,40.02838396,-76.3106697,d3dc0e25-fdd1-4a12-ace8-a59d04b0e85e,Tree,SWQ,Park,-76.3106697,40.02838396
9366,"Maple, Red",Acer rubrum,No,0,0,317,HOLLY LN, ,Front,0,HOLLY LN, , ,2380131.192,256441.6386,40.02788565,-76.28005827,ad07d1e7-2d81-43ad-a91e-3afd7242030c,Tree,SEA,Street,-76.28005827,40.02788565
6215,Horsechestnut,Aesculus hippocastanum,No,0,0,307,PEARL ST, ,Front,0,PEARL ST, , ,2368259.226,258538.6303,40.034176,-76.32232471,e7dda6f8-75b6-4611-a66c-abf81b0aad53,Tree,SWQ,Street,-76.32232471,40.034176
7042,Stump,Stump,No,4,3,116,NEW DORWART ST, ,Front,0,NEW DORWART ST, , ,2370684.98,258308.9808,40.0334377,-76.31367639,47f42aa0-fdc9-4dd6-98cb-deaed3405859,Stump,SWQ,Street,-76.31367639,40.03343769
5121,"Maple, Silver",Acer saccharinum,Yes,0,0,447,FREMONT ST, ,Front,0,FREMONT ST, , ,2371792.208,258460.9756,40.03380538,-76.30971399,c86555a4-c385-40fa-aa4d-0beb1e9efc86,Tree,SWQ,Street,-76.30971399,40.03380538
8725,"Cherry, Yoshino Flowering",Prunus yedoensis,No,0,0,1341,FREMONT ST, ,Front,0,FREMONT ST, , ,2368196.36,254156.89,40.02215197,-76.32280207,b33a8b30-ff8d-442c-81e5-6098a857b457,Tree,SWA,Street,-76.32280207,40.02215196
4434,"Maple, Red",Acer rubrum,No,0,0,511,PROSPECT ST, ,Front,0,PROSPECT ST, , ,2370854.688,255698.119,40.02626394,-76.3132221,1cbc8aa3-b106-460e-aa37-75df4c470eff,Tree,SWQ,Street,-76.3132221,40.02626394
10385,Tree of Heaven,Ailanthus altissima,No,0,0,525,FAIRVIEW AVE, ,Rear,0,NEW DORWART ST, , ,2371886.991,255831.7386,40.02658453,-76.3095287,35b56e13-3eeb-44e7-9376-1b5902caf272,Tree,SWQ,Park,-76.3095287,40.02658453
10483,"Maple, Norway",Acer platanoides,No,0,0,525,FAIRVIEW AVE, ,Rear,0,NEW DORWART ST, , ,2371769.449,256105.5859,40.02734144,-76.30993242,fcdc9674-ffe8-4b4c-be2f-d3267412d4a2,Tree,SWQ,Park,-76.30993242,40.02734144
4766,"Oak, Northern Red",Quercus rubra,No,0,0,1000,FREMONT ST, ,Side,0,ST JOSEPH ST, , ,2369367.825,256315.1552,40.02802384,-76.31849493,27e4a53c-8453-4d50-8900-8ff24ee02f0a,Tree,SWQ,Street,-76.31849493,40.02802384
4864,"Pear, Callery",Pyrus calleryana,No,0,0,720,FREMONT ST, ,Front,0,FREMONT ST, , ,2370611.152,257159.3733,40.0302856,-76.31400676,04cde43f-049b-4c6f-bce2-ff6f14a1e9ae,Tree,SWQ,Street,-76.31400676,40.0302856
8848,"Planetree, London",Platanus hybrida,No,0,0,301,MANHEIM AVE, ,Side,0,THOMAS M ARMSTRONG BLVD, , ,2370153.379,265569.9098,40.05339088,-76.31515328,8b668cc1-7a7a-4b8e-b270-b54b138e25fb,Tree,NWA,Street,-76.31515328,40.05339088
11811,"Maple, Silver",Acer saccharinum,No,0,0,1401,HARRISBURG PIKE, ,Side,0,WARBLER RD, , ,2365364.135,268377.1655,40.06130845,-76.33209818,99d66a9b-3c9a-4869-be2b-ecc08cff0998,Tree,NWA,Park,-76.33209818,40.06130845
11147,"Oak, White",Quercus alba,No,0,0,1401,HARRISBURG PIKE, ,Side,0,BLUEBIRD DR, , ,2364831.561,268161.8762,40.06074099,-76.33401295,6cc589fb-cb1b-48bd-9ef3-d9e69e5a827c,Tree,NWA,Park,-76.33401295,40.06074099
10815,"Maple, Red",Acer rubrum,No,0,0,1401,HARRISBURG PIKE, ,Side,0,BLUEBIRD DR, , ,2364540.962,268300.8757,40.0611353,-76.33504305,b10f42d8-ae9c-4f13-b434-bc2271cbcfa7,Tree,NWA,Park,-76.33504305,40.06113529
11479,Plum,Prunus species,No,0,0,1401,HARRISBURG PIKE, ,Side,0,CHICKADEE RD, , ,2365784.311,268973.4203,40.0629265,-76.33056301,0d44840f-cf81-4f3f-a8de-79baecbde49c,Tree,NWA,Park,-76.33056301,40.0629265
8516,"Maple, Red",Acer rubrum,No,0,0,631,N PRESIDENT AVE, ,Front,0,N PRESIDENT AVE, , ,2367204.171,263774.7305,40.0485946,-76.32579047,3d9146db-7422-461f-83a5-89adda0def65,Tree,NWQ,Street,-76.32579047,40.0485946
8393,"Oak, Northern Red",Quercus rubra,No,0,0,714,RACE AVE, ,Front,0,RACE AVE, , ,2368149.894,264105.9295,40.04946174,-76.32239372,1c1a3f0f-3ace-4e8f-b446-f0bdf4eeb479,Tree,NWQ,Street,-76.32239372,40.04946174
2110,"Maple, Norway",Acer platanoides,Yes,0,0,223,E CLAY ST, ,Front,0,E CLAY ST, , ,2373650.3,264572.4923,40.05049658,-76.30272167,ba8c9cf7-7508-454e-8c01-238ae8db8bfe,Tree,NEQ,Street,-76.30272167,40.05049658
3770,"Hornbeam, American",Carpinus caroliniana,No,0,0,613,N SHIPPEN ST, ,Front,0,N SHIPPEN ST, , ,2374124.945,263988.2533,40.04887163,-76.30106068,36a3eb00-6e20-413c-bd26-ec1b240c0a77,Tree,NEQ,Street,-76.30106068,40.04887163
3106,Plum,Prunus species,No,0,0,650,E FREDERICK ST, ,Front,0,E FREDERICK ST, , ,2375881.092,264803.1811,40.05102913,-76.29474069,90fa00fc-b44d-4f84-9fdf-db211b2daee8,Tree,NEQ,Street,-76.29474069,40.05102913
12143,"Catalpa, Northern",Catalpa speciosa,No,0,0,150,PITNEY RD, ,Side,0,ARTHUR E MORRIS PKWY, , ,2383704.169,264348.9824,40.04942522,-76.26682731,9ddbd7a2-88c1-4711-b635-cba3344f4f3b,Tree,NEA,Park,-76.26682731,40.04942521
6524,Hawthorn,Crataegus species,Yes,0,0,440,W FREDERICK ST, ,Front,0,W FREDERICK ST, , ,2370010.315,263047.8116,40.04647472,-76.31581058,1348188b-19c8-4778-b731-3ae7415072ab,Tree,NWQ,Street,-76.31581058,40.04647472
4102,"Maple, Red",Acer rubrum,No,0,0,525,N DUKE ST, ,Side,0,E JAMES ST, , ,2373539.843,263050.613,40.04632438,-76.30320523,834ef4f6-15c0-4800-a35d-3dc074e221d7,Tree,NEQ,Street,-76.30320523,40.04632437
7852,Yellowwood,Cladrastis kentukea,No,0,0,701,LEHIGH AVE, ,Side,0,N FRANKLIN ST, , ,2376533.032,263365.3144,40.04705305,-76.292497,d4650a95-a6c2-4b0b-ba10-5fb87353e7ff,Tree,NEQ,Street,-76.292497,40.04705305
8184,"Maple, Paperbark",Acer griseum,No,0,0,859,E MADISON ST, ,Side,0,N BROAD ST, , ,2377694.092,262774.3794,40.04537841,-76.28838536,94be0c2f-a39a-4247-8d12-328bf537d3a5,Tree,NEQ,Street,-76.28838535,40.04537841
9057,"Maple, Red",Acer rubrum,No,0,0,942,LEHIGH AVE, ,Front,0,LEHIGH AVE, , ,2378100.425,263037.222,40.04608137,-76.28691867,e93089c8-ee18-41fb-84f1-0082e527876b,Tree,NEA,Street,-76.28691867,40.04608137
9180,"Zelkova, Japanese",Zelkova serrata,No,0,0,1020,LEHIGH AVE, ,Front,0,LEHIGH AVE, , ,2378089.308,263081.5628,40.04620358,-76.28695575,95bb8d88-ee03-4fe5-b009-57abf2811080,Tree,NEA,Street,-76.28695575,40.04620358
5405,Hawthorn,Crataegus species,No,0,0,301,N SHIPPEN ST, ,Side,0,E WALNUT ST, , ,2374490.514,262026.2368,40.04346992,-76.29987014,da3d6ceb-f26f-423e-9676-44071b78a43f,Tree,NEQ,Street,-76.29987014,40.04346992
9721,"Maple, Norway",Acer platanoides,No,0,0,701,E KING ST, ,Side,0,E ORANGE ST, , ,2377426.314,261211.3475,40.04110045,-76.289434,b0c5ed2e-1014-44fc-92a5-5bb056b6c040,Tree,NEQ,Park,-76.289434,40.04110045
8061,"Mulberry, Red",Morus rubra,No,0,0,121,N FRANKLIN ST, ,Front,0,N FRANKLIN ST, , ,2376834.012,261389.6205,40.04161664,-76.29153863,ee99ddf3-ca85-4ca2-827b-449bd9d8eb25,Tree,NEQ,Street,-76.29153863,40.04161663
7729,Vacant site unsuitable,Vacant site unsuitable,No,4,3,742,E WALNUT ST, ,Front,0,E WALNUT ST, , ,2377033.77,262355.5335,40.04425876,-76.29076827,28209bc9-7f73-4ba6-a7d2-3a8b2f5ae67e,Vacant,NEQ,Street,-76.29076827,40.04425876
9844,"Spruce, Norway",Picea abies,No,0,0,901,BUCHANAN AVE, ,Side,0,OLD MAIN DR, , ,2368551.983,262695.7855,40.04557339,-76.32103915,2b5dfd76-1c34-40ae-b398-0c5ca2202d71,Tree,NWQ,Park,-76.32103915,40.04557339
6401,"Pear, Callery 'Bradford'",Pyrus calleryana 'Bradford',No,0,0,417,W FREDERICK ST, ,Front,0,W FREDERICK ST, , ,2370215.427,263127.0808,40.04668315,-76.31507345,dcf45e2a-2da7-4a97-97e0-12d47910e2ce,Tree,NWQ,Street,-76.31507345,40.04668315
5860,"Oak, Northern Red",Quercus rubra,No,0,0,110,N LIME ST, ,Front,0,N LIME ST, , ,2373986.735,260815.4108,40.0401692,-76.30174015,0028e5a7-dfa1-44b2-9b27-2db7533c8e0a,Tree,NEQ,Street,-76.30174015,40.0401692
9512,"Oak, Northern Red",Quercus rubra,No,0,0,701,E KING ST, ,Side,0,E ORANGE ST, , ,2377096.751,261078.1364,40.04074978,-76.29061875,fad9dbf5-c7e6-4268-b180-4f815a3965bb,Tree,NEQ,Park,-76.29061875,40.04074978
6733,Hawthorn,Crataegus species,No,0,0,338,N WEST END AVE, ,Median,0,N WEST END AVE, , ,2368286.659,261667.8466,40.04276373,-76.32204607,a71efc36-816f-42ee-807d-c28eb222dd6c,Tree,NWQ,Street,-76.32204607,40.04276373
6069,"Maple, Red",Acer rubrum,Yes,0,0,628,W LEMON ST, ,Front,0,W LEMON ST, , ,2369086.904,261782.4731,40.04304279,-76.31918163,6431b5d8-348e-431c-924e-e92c4e1dcc02,Tree,NWQ,Street,-76.31918163,40.04304279
5737,"Honeylocust, Thornless",Gleditsia triacanthos inermis,No,0,0,405,N MULBERRY ST, ,Side,0,W LEMON ST, , ,2371306.54,262145.248,40.04393953,-76.31123381,9904a0a9-c27e-42dd-8664-4dce703884f4,Tree,NWQ,Street,-76.31123381,40.04393953
3438,"Maple, Red",Acer rubrum,No,0,0,432,W WALNUT ST, ,Side,0,LANCASTER AVE, , ,2370416.33,261325.4194,40.04172907,-76.31446055,be3b4b80-0a09-404c-bae0-9e32cbd89c38,Tree,NWQ,Street,-76.31446055,40.04172907
782,"Oak, Northern Red",Quercus rubra,No,0,0,768,CLERMONT AVE, ,Front,0,CLERMONT AVE, , ,2377804.961,259082.8185,40.03524099,-76.28820766,8c17bb3f-6466-402c-84e0-9bdff4543727,Tree,SEQ,Street,-76.28820766,40.03524099
1778,"Planetree, London",Platanus hybrida,No,0,0,301,S BROAD ST, ,Front,0,S BROAD ST, , ,2378036.963,258675.4617,40.03411236,-76.28740333,879a1877-68c4-42ff-a229-fe1b775349f6,Tree,SEQ,Street,-76.28740333,40.03411236
6856,"Maple, Sugar",Acer saccharum,No,0,0,50,N WEST END AVE, ,Side,0,WHEATLAND AVE, , ,2367879.846,260530.7667,40.03966076,-76.32356447,3b574057-5b27-484e-8c7e-70920bbc99d5,Tree,NWQ,Street,-76.32356446,40.03966076
2442,Ginkgo,Ginkgo biloba,No,0,0,42,N PRINCE ST, ,Front,0,N PRINCE ST, , ,2372233.898,260227.6399,40.03863465,-76.30803384,402dc8f6-0cd5-4580-a3f3-3373e60c79b1,Tree,NWQ,Street,-76.30803384,40.03863465
2774,Ginkgo,Ginkgo biloba,No,0,0,136,N QUEEN ST, ,Front,0,N QUEEN ST, , ,2372755.141,260743.5197,40.04002724,-76.3061424,35c50d6b-b54b-4e7d-80f4-35c747cf22aa,Tree,NWQ,Street,-76.3061424,40.04002724
5528,"Maple, Red",Acer rubrum,No,0,0,150,N DUKE ST, ,Front,0,N DUKE ST, , ,2373270.527,261117.9445,40.04103179,-76.30428005,6c9e0b98-8c52-4aa4-9757-22c997218bb0,Tree,NEQ,Street,-76.30428006,40.04103179
7188,"Maple, Red",Acer rubrum,No,0,0,806,SECOND ST, ,Front,0,SECOND ST, , ,2368233.111,259079.0222,40.03566041,-76.32238677,71aaaf4a-bee3-4457-b587-5cbb45e85096,Tree,SWQ,Street,-76.32238677,40.0356604
7520,"Oak, Northern Red",Quercus rubra,Yes,0,0,144,CORAL ST, ,Side,0,SECOND ST, , ,2369285.345,259024.2262,40.03546325,-76.31863263,3e8dbd80-4478-472f-bd89-434456270f44,Tree,SWQ,Street,-76.31863263,40.03546325
7065,Stump,Stump,Yes,4,4,131,RUBY ST, ,Front,0,RUBY ST, , ,2368805.712,259194.3767,40.0359516,-76.32033546,b4f458c6-d057-4963-947d-df2eb08081ad,Stump,SWQ,Street,-76.32033546,40.0359516
7397,"Maple, Red",Acer rubrum,No,0,0,434,W KING ST, ,Front,0,W KING ST, , ,2370602.944,259606.2578,40.03700207,-76.31389398,88dceab2-e844-4f52-835d-a9a75d51bdde,Tree,SWQ,Street,-76.31389398,40.03700206
1446,"Linden, Littleleaf",Tilia cordata,No,0,0,20,E VINE ST, ,Front,0,E VINE ST, , ,2373233.578,259431.782,40.03640536,-76.30451057,b66ef456-6ec3-4a90-aeb2-2aee6a80e610,Tree,SEQ,Street,-76.30451057,40.03640536
450,"Maple, Amur",Acer ginnala,No,0,0,519,S LIME ST, ,Front,0,S LIME ST, , ,2375109.938,258889.091,40.03483131,-76.2978423,6ba313e2-6ee3-44af-bed7-50ed22c0c625,Tree,SEQ,Street,-76.2978423,40.03483131
9389,"Maple, Red",Acer rubrum,No,0,0,311,HOLLY LN, ,Front,0,HOLLY LN, , ,2380077.572,256555.5251,40.02820069,-76.28024295,e843ff81-bbc4-4752-83c3-197af538812e,Tree,SEA,Street,-76.28024295,40.02820069
6192,"Linden, Littleleaf",Tilia cordata,No,0,0,323,PEARL ST, ,Front,0,PEARL ST, , ,2368246.36,258333.9477,40.03361477,-76.32238247,18bdc1c4-d899-4250-9880-d3a908655da2,Tree,SWQ,Street,-76.32238247,40.03361477
5196,Vacant site unsuitable,Vacant site unsuitable,Yes,4,2,315,NEW DORWART ST, ,Front,0,NEW DORWART ST, , ,2371400.715,257766.0215,40.03191542,-76.31115233,97cb4745-5b46-4212-a4bb-fdca6ad2d80d,Vacant,SWQ,Street,-76.31115233,40.03191542
10053,"Dogwood, Flowering",Cornus florida,No,0,0,238,S WATER ST, ,Front,0,S WATER ST, , ,2372189.114,258391.4921,40.03359689,-76.30830081,01e60b36-8c70-47dc-a375-667ae81547f3,Tree,SWQ,Street,-76.30830081,40.03359689
1114,"Maple, Norway",Acer platanoides,No,0,0,603,S CHRISTIAN ST, ,Front,0,S CHRISTIAN ST, , ,2374785.177,257563.9608,40.03120882,-76.29907968,57833663-3d4d-49c5-b3eb-6d11bcd44e6f,Tree,SEQ,Street,-76.29907968,40.03120882
118,"Pear, Callery",Pyrus calleryana,No,0,0,609,ROCKLAND ST, ,Front,0,ROCKLAND ST, , ,2375360.168,258200.0373,40.03292873,-76.29698928,7a81ca61-86ce-485e-a38b-79387fb201a9,Tree,SEQ,Street,-76.29698928,40.03292873
2179,"Maple, Norway",Acer platanoides, ,0,0,1360,CALVERT LN, ,Side,0,UNION ST, , ,2368653.169,253356.1016,40.01993372,-76.32121748,a6421faa-514e-4ee1-bf54-f3ddfbad1ebe,Tree,SWA,Street,-76.32121748,40.01993372
8748,"Pear, Callery 'Bradford'",Pyrus calleryana 'Bradford',No,0,0,1358,UNION ST, ,Front,0,UNION ST, , ,2368432.516,253586.5418,40.02057602,-76.3219919,b2953b75-ef14-4f0d-9575-4ad1646f05e7,Tree,SWA,Street,-76.3219919,40.02057602
2843,"Maple, Norway",Acer platanoides,No,0,0,1217,WABANK ST, ,Front,0,WABANK ST, , ,2369606.739,254374.9663,40.02268785,-76.31775427,e56adc81-f238-45bc-986f-7a0aa3f2731e,Tree,SWQ,Street,-76.31775427,40.02268785
10337,Tree of Heaven,Ailanthus altissima,No,0,0,525,FAIRVIEW AVE, ,Rear,0,NEW DORWART ST, , ,2371909.829,255947.5663,40.02690143,-76.30944041,0dbb75db-027f-41aa-ae63-feb31e5fd8cc,Tree,SWQ,Park,-76.30944041,40.02690143
9750,"Oak, Northern Red",Quercus rubra,No,0,0,10,FURNACE ST, ,Side,0,S PRINCE ST, , ,2373130.101,255567.3827,40.0258032,-76.30510586,a8f61530-4152-4a8c-8cec-551ffef6e9ea,Tree,SWQ,Park,-76.30510586,40.0258032
4835,Stump,Stump,No,12,2,234,FAIRVIEW AVE, ,Front,0,FAIRVIEW AVE, , ,2370105.267,256838.2575,40.02942678,-76.31583165,8b57e57c-0ab0-4b8e-a7f1-2a109332e09d,Stump,SWQ,Street,-76.31583165,40.02942678
12329,"Spruce, Norway",Picea abies,No,0,0,1401,HARRISBURG PIKE, ,Side,0,CHICKADEE RD, , ,2365730.738,269305.2809,40.06383974,-76.33073534,43309091-52ea-4c85-9342-b89c80e2e6f3,Tree,NWA,Park,-76.33073534,40.06383974
12335,"Mulberry, Black",Morus nigra,No,0,0,1401,HARRISBURG PIKE, ,Side,0,CHICKADEE RD, , ,2366109.916,268819.1934,40.06248881,-76.32940874,b224a0bf-54af-40e7-92e3-54eafcfd3a1a,Tree,NWA,Park,-76.32940874,40.06248881
8493,"Sweetgum, Common",Liquidambar styraciflua,No,0,0,743,STATE ST, ,Front,0,STATE ST, , ,2367795.349,264302.8816,40.05001805,-76.32364862,5cb870c9-8432-4c26-92f3-51582b19265e,Tree,NWQ,Street,-76.32364862,40.05001805
2920,"Sycamore, American",Platanus occidentalis,No,0,0,540,E ROSS ST, ,Rear,0,PARK AVE, , ,2375594.962,265201.5929,40.05213561,-76.2957392,68436121-cff1-4d6f-a9cc-28572d6b5c57,Tree,NEQ,Street,-76.2957392,40.05213561
2914,"Pine, Eastern White",Pinus strobus,No,0,0,534,E ROSS ST, ,Rear,0,PARK AVE, , ,2375494.171,265115.9173,40.05190501,-76.29610422,05db38d9-f6fb-44c5-b9e6-eaa631590904,Tree,NEQ,Street,-76.29610422,40.05190501
11001,"Walnut, Black",Juglans nigra,No,0,0,1401,HARRISBURG PIKE, ,Side,0,BLUEBIRD DR, , ,2364900.459,268138.6966,40.06067433,-76.33376817,6a126d24-8a42-4d25-8d3c-2e4a4fc5e6f8,Tree,NWA,Park,-76.33376817,40.06067433
11742,Ginkgo,Ginkgo biloba,No,0,0,1401,HARRISBURG PIKE, ,Side,0,GOLDFINCH RD, , ,2364801.612,269078.6252,40.06325856,-76.33406742,6a134b6d-8b08-4eaf-b254-9b206b8d0fa5,Tree,NWA,Park,-76.33406742,40.06325856
11665,Ginkgo,Ginkgo biloba,No,0,0,1401,HARRISBURG PIKE, ,Side,0,GOLDFINCH RD, , ,2364903.319,269011.0449,40.0630686,-76.33370797,0a562cde-dc36-4255-b15e-abc4a2b7e3e2,Tree,NWA,Park,-76.33370797,40.06306859
7829,Ginkgo,Ginkgo biloba,No,0,0,135,N LIME ST, ,Front,0,N LIME ST, , ,2373961.355,261225.1048,40.04129485,-76.30180679,c38d2740-c160-48a9-847c-2b58b847295c,Tree,NEQ,Street,-76.30180679,40.04129485
6501,"Cherry, Yoshino Flowering",Prunus yedoensis,No,0,0,636,N PINE ST, ,Front,0,N PINE ST, , ,2369591.971,263332.1067,40.04727368,-76.31728816,68f6c946-5a0e-43ae-8d0f-cfbb44d2659e,Tree,NWQ,Street,-76.31728816,40.04727368
10076,"Pear, Callery",Pyrus calleryana,No,0,0,200,HARRISBURG AVE, ,Front,0,HARRISBURG AVE, , ,2371758.854,262787.0074,40.04568076,-76.30958112,fbbcda42-c717-4f6f-b92e-dd978c1b96d5,Tree,NWQ,Park,-76.30958112,40.04568076
8084,"Maple, Red",Acer rubrum,No,0,0,349,N BROAD ST, ,Front,0,N BROAD ST, , ,2377726.417,262908.3379,40.04574462,-76.288262,87bf2c90-f4d2-4e21-8d09-22c9250ee6ef,Tree,NEQ,Street,-76.288262,40.04574462
9157,"Pear, Callery",Pyrus calleryana,No,0,0,1000,AYRES CT, ,Front,0,AYRES CT, , ,2378320.788,262810.8689,40.04545007,-76.28614509,3c5c04d7-8782-4f0c-9134-420fc41f1809,Tree,NEA,Street,-76.28614509,40.04545007
9086,"Oak, Northern Red",Quercus rubra,Yes,0,0,950,LEHIGH AVE, ,Side,0,MCCASKEY AVE, , ,2378232.335,262960.6991,40.04586534,-76.28645211,a4a66f9a-a444-46ce-a0d5-6ef0f9ffad00,Tree,NEA,Street,-76.28645211,40.04586534
